"Workstation Name","Description","Electricity Cost","Consumable Cost","Rent Cost","Wages","Net Hour Rate","Holiday List","ID (Working Hours)","Start Time (Working Hours)","End Time (Working Hours)","Enabled (Working Hours)"
"Kality","",0.0,0.0,0.0,0.0,0.0,"","","","",""
