Item Code,Hub Sync ID,Workflow State,Series,Variant Of,Item Name,Item Group,HSN/SAC,Is nil rated or exempted,Is Non GST,Is Item from Hub,Default Unit of Measure,Disabled,Allow Alternative Item,Maintain Stock,Include Item In Manufacturing,Opening Stock,Valuation Rate,Standard Selling Rate,Is Fixed Asset,Auto Create Assets on Purchase,Asset Category,Asset Naming Series,Over Delivery/Receipt Allowance (%),Over Billing Allowance (%),Image,Brand,Description,Shelf Life In Days,End of Life,Default Material Request Type,Valuation Method,Warranty Period (in days),Weight Per Unit,Weight UOM,Has Batch No,Automatically Create New Batch,Batch Number Series,Has Expiry Date,Retain Sample,Max Sample Quantity,Has Serial No,Serial Number Series,Has Variants,Variant Based On,Is Purchase Item,Default Purchase Unit of Measure,Minimum Order Qty,Safety Stock,Lead Time in days,Last Purchase Rate,Is Customer Provided Item,Customer,Delivered by Supplier (Drop Ship),Country of Origin,Customs Tariff Number,Default Sales Unit of Measure,Is Sales Item,Max Discount (%),Deferred Revenue Account,Enable Deferred Revenue,No of Months,Deferred Expense Account,Enable Deferred Expense,no_of_months_exp,Inspection Required before Purchase,Inspection Required before Delivery,Quality Inspection Template,Default BOM,Supply Raw Materials for Purchase,Customer Code,Default Item Manufacturer,Default Manufacturer Part No,Show in Website,Show in Website (Variant),Route,Weightage,Slideshow,Website Image,Thumbnail,Website Warehouse,Website Description,Website Content,Total Projected Qty,Publish in Hub,Hub Category to Publish,Hub Warehouse,Synced With Hub,Customer GSTIN,Reason For Issuing document,Withholding Category,Barcode (Barcodes),Barcode Type (Barcodes),ID (Reorder level based on Warehouse),Check in (group) (Reorder level based on Warehouse),Request for (Reorder level based on Warehouse),Re-order Level (Reorder level based on Warehouse),Re-order Qty (Reorder level based on Warehouse),Material Request Type (Reorder level based on Warehouse),ID (UOMs),UOM (UOMs),Conversion Factor (UOMs),ID (Attributes),Variant Of (Attributes),Attribute (Attributes),Attribute Value (Attributes),Numeric Values (Attributes),From Range (Attributes),Increment (Attributes),To Range (Attributes),ID (Item Defaults),Company (Item Defaults),Default Warehouse (Item Defaults),Default Price List (Item Defaults),Default Buying Cost Center (Item Defaults),Default Supplier (Item Defaults),Default Expense Account (Item Defaults),Default Selling Cost Center (Item Defaults),Default Income Account (Item Defaults),ID (Supplier Items),Supplier (Supplier Items),Supplier Part Number (Supplier Items),ID (Customer Items),Customer Name (Customer Items),Customer Group (Customer Items),Ref Code (Customer Items),ID (Taxes),Item Tax Template (Taxes),Tax Category (Taxes),Valid From (Taxes),ID (Website Item Groups),Item Group (Website Item Groups),ID (Website Specifications),Label (Website Specifications),Description (Website Specifications)
1 L Mango Clear,,,STO-ITEM-.YYYY.-,,1 L Mango Clear,1 L,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,1 L Mango Clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,b6b359ee3d,Nos,1,,,,,,,,,a7c0f83e18,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
1 L Mango Amber,,,STO-ITEM-.YYYY.-,,1 L Mango Amber,1 L,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,1 L Mango Amber,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,098f02947a,Nos,1,,,,,,,,,2f8909fcd1,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
1 L Square clear,,,STO-ITEM-.YYYY.-,,1 L Square clear,1 L,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,1 L Square clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,03ef31177e,Nos,1,,,,,,,,,4aa0b29754,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
1 L Alcohol clear,,,STO-ITEM-.YYYY.-,,1 L Alcohol clear,1 L,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,1 L Alcohol clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,e6e69783b0,Nos,1,,,,,,,,,dbafd50e39,Niyo Polymers,Stores - NP,,,,,, 41100-01 - Cash Sales @ 15% - UNIT 1 - NP,,,,,,,,,,,,,,,,
800 ml bottle clear,,,STO-ITEM-.YYYY.-,,800 ml bottle clear,800 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,800 ml bottle clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,0de42e839f,Nos,1,,,,,,,,,1ab7b36c4c,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
750 ml Glass cleaner,,,STO-ITEM-.YYYY.-,,750 ml Glass cleaner,750 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,750 ml Glass cleaner,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,bfc1e7fff6,Nos,1,,,,,,,,,3532e7ec94,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
750 ml Dishwash,,,STO-ITEM-.YYYY.-,,750 ml Dishwash,750 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,750 ml Dishwash,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,e746289017,Nos,1,,,,,,,,,8246e8cfb9,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
500 ml Guli Juice,,,STO-ITEM-.YYYY.-,,500 ml Guli Juice,500 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,500 ml Guli Juice,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,d61a019dd1,Nos,1,,,,,,,,,3de90ef80f,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
500 ml Football juice,,,STO-ITEM-.YYYY.-,,500 ml Football juice,500 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,500 ml Football juice,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,4ff91766fc,Nos,1,,,,,,,,,db31ac7b02,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
500 ml Babiley,,,STO-ITEM-.YYYY.-,,500 ml Babiley,500 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,500 ml Babiley,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,bf3b745fa0,Nos,1,,,,,,,,,173735e339,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
500 ml Dettol,,,STO-ITEM-.YYYY.-,,500 ml Dettol,500 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,500 ml Dettol,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,043ac7263a,Nos,1,,,,,,,,,f204a1005f,Niyo Polymers,Stores - NP,,,,,, 41100-01 - Cash Sales @ 15% - UNIT 1 - NP,,,,,,,,,,,,,,,,
500 ml handwash new 2,,,STO-ITEM-.YYYY.-,,500 ml handwash new 2,500 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,500 ml handwash new 2,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,d0f0270d83,Nos,1,,,,,,,,,76ec489f19,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
500 ml handwash new 1,,,STO-ITEM-.YYYY.-,,500 ml handwash new 1,500 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,500 ml handwash new 1,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,7727ee0c2a,Nos,1,,,,,,,,,a54e0d231e,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
500 ml handwash new,,,STO-ITEM-.YYYY.-,,500 ml handwash new,500 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,500 ml handwash new,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,e883296c53,Nos,1,,,,,,,,,6064589ebc,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
500 ml handwash old,,,STO-ITEM-.YYYY.-,,500 ml handwash old,500 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,500 ml handwash old,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,c23b1a6728,Nos,1,,,,,,,,,ab99c4ac23,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
400 ml shampoo clear,,,STO-ITEM-.YYYY.-,,400 ml shampoo clear,400 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,400 ml shampoo clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,58d167acb6,Nos,1,,,,,,,,,239616b8e4,Niyo Polymers,Stores - NP,,,,,, 41100-01 - Cash Sales @ 15% - UNIT 1 - NP,,,,,,,,,,,,,,,,
400 ml square clear,,,STO-ITEM-.YYYY.-,,400 ml square clear,400 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,400 ml square clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,475376d42e,Nos,1,,,,,,,,,5adb6f97b3,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
390 ml square clear,,,STO-ITEM-.YYYY.-,,390 ml square clear,390 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,390 ml square clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,ce77b37efb,Nos,1,,,,,,,,,b8cefae96c,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
250 ml minigin clear,,,STO-ITEM-.YYYY.-,,250 ml minigin clear,250 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,250 ml minigin clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,21fe34bbcb,Nos,1,,,,,,,,,5626b3542f,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
250 ml parafin clear,,,STO-ITEM-.YYYY.-,,250 ml parafin clear,250 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,250 ml parafin clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,2eef350ea4,Nos,1,,,,,,,,,6c361a9621,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
200 ml parafin clear,,,STO-ITEM-.YYYY.-,,200 ml parafin clear,200 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,200 ml parafin clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,4ad2fa2768,Nos,1,,,,,,,,,db9069be55,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
150 ml Glycerine Bottle,,,STO-ITEM-.YYYY.-,,150 ml Glycerine Bottle,150 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,150 ml Glycerine Bottle,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,2de3d72a38,Nos,1,,,,,,,,,2419081938,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
150 ml Blue Bottle,,,STO-ITEM-.YYYY.-,,150 ml Blue Bottle,150 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,150 ml Blue Bottle,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,249db18f77,Nos,1,,,,,,,,,bfab9dbcbb,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
150 ml Amber Bottle,,,STO-ITEM-.YYYY.-,,150 ml Amber Bottle,150 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,150 ml Amber Bottle,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,e5f5a77449,Nos,1,,,,,,,,,ee4120de7a,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
150 ml Clear bottle,,,STO-ITEM-.YYYY.-,,150 ml Clear bottle,150 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,150 ml Clear bottle,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,3f5fcf9898,Nos,1,,,,,,,,,65638a6fd6,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
100 ml Blue Bottle,,,STO-ITEM-.YYYY.-,,100 ml Blue Bottle,100 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,100 ml Blue Bottle,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,2bc6d2a3b6,Nos,1,,,,,,,,,0d78cd4422,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
100 ml Amber Bottle,,,STO-ITEM-.YYYY.-,,100 ml Amber Bottle,100 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,100 ml Amber Bottle,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,80bb1a3631,Nos,1,,,,,,,,,3d1f33454c,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
100 ml Clear bottle,,,STO-ITEM-.YYYY.-,,100 ml Clear bottle,100 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,100 ml Clear bottle,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,d9865a269f,Nos,1,,,,,,,,,f6541a5016,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Glycerine 50 ml - Clear,,,STO-ITEM-.YYYY.-,,Glycerine 50 ml - Clear,50 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Glycerine - Clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,6a0e6227cc,Nos,1,,,,,,,,,c66e5f6061,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Honey Pet Jar 30 ml - Clear,,,STO-ITEM-.YYYY.-,,Honey Pet Jar 30 ml - Clear,30 ml,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Honey Pet Jar - Clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,d8f8537788,Nos,1,,,,,,,,,017b36fb84,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 7 gm - Tulips,,,STO-ITEM-.YYYY.-,,Preform 7 gm - Tulips,Preform 7 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 7 gm - Tulips,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,dca05a421e,Nos,1,,,,,,,,,3aaef33dbd,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 6.4 gm - Niyo,,,STO-ITEM-.YYYY.-,,Preform 6.4 gm - Niyo,Preform 6.4 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 6.4 gm - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,24b2619175,Nos,1,,,,,,,,,3bac510de1,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Rejection Hot,,,STO-ITEM-.YYYY.-,,Rejection Hot,Others,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Rejection Hot,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,7fd4648fb4,Nos,1,,,,,,,,,248b5f0ab4,Niyo Polymers,Scrap Warehouse - NP,,,,,,,,,,,,,,,,,,,,,,
Rejection White,,,STO-ITEM-.YYYY.-,,Rejection White,Others,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Rejection White,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,1ffbc4bac5,Nos,1,,,,,,,,,baae96d3b6,Niyo Polymers,Scrap Warehouse - NP,,,,,,,,,,,,,,,,,,,,,,
Rejection,,,STO-ITEM-.YYYY.-,,Rejection,All Item Groups,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Rejection,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,205afa4697,Nos,1,,,,,,,,,78c5d9a7a8,Niyo Polymers,Scrap Warehouse - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 95 gm - Arova,,,STO-ITEM-.YYYY.-,,Preform 95 gm - Arova,Preform 95 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 90 gm - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,43aba063a6,Nos,1,,,,,,,,,a296669de4,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 20 gm - Mintu,,,STO-ITEM-.YYYY.-,,Preform 20 gm - Mintu,Preform 20 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 20 gm - Mintu,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,8fe9fd0868,Nos,1,,,,,,,,,1d68b34a0b,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 20 gm - Niyo,,,STO-ITEM-.YYYY.-,,Preform 20 gm - Niyo,Preform 20 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 20 gm - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,4adffc7df9,Nos,1,,,,,,,,,3698ab73a6,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 20 gm - Arova,,,STO-ITEM-.YYYY.-,,Preform 20 gm - Arova,Preform 20 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 20 gm - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,2.15,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,92bc56ed8f,Nos,1,,,,,,,,,cad82beddf,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 28 gm - Mintu,,,STO-ITEM-.YYYY.-,,Preform 28 gm - Mintu,Preform 28 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 28 gm - Mintu,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,45018eb2d1,Nos,1,,,,,,,,,734e320ac8,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 28 gm - Niyo,,,STO-ITEM-.YYYY.-,,Preform 28 gm - Niyo,Preform 28 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 28 gm - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,f80fb9a3c2,Nos,1,,,,,,,,,7d0774242d,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
70 GM 83 MM jar preform clear,,,STO-ITEM-.YYYY.-,,70 GM 83 MM jar preform clear,Preforms,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,70 GM 83 MM jar preform clear,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,8.25,0,,0,Ethiopia,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,9006d67c6f,Nos,1,,,,,,,,,1a2b7f9679,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
