Item Code,Hub Sync ID,Workflow State,Series,Variant Of,Item Name,Item Group,HSN/SAC,Is nil rated or exempted,Is Non GST,Is Item from Hub,Default Unit of Measure,Disabled,Allow Alternative Item,Maintain Stock,Include Item In Manufacturing,Opening Stock,Valuation Rate,Standard Selling Rate,Is Fixed Asset,Auto Create Assets on Purchase,Asset Category,Asset Naming Series,Over Delivery/Receipt Allowance (%),Over Billing Allowance (%),Image,Brand,Description,Shelf Life In Days,End of Life,Default Material Request Type,Valuation Method,Warranty Period (in days),Weight Per Unit,Weight UOM,Has Batch No,Automatically Create New Batch,Batch Number Series,Has Expiry Date,Retain Sample,Max Sample Quantity,Has Serial No,Serial Number Series,Has Variants,Variant Based On,Is Purchase Item,Default Purchase Unit of Measure,Minimum Order Qty,Safety Stock,Lead Time in days,Last Purchase Rate,Is Customer Provided Item,Customer,Delivered by Supplier (Drop Ship),Country of Origin,Customs Tariff Number,Default Sales Unit of Measure,Is Sales Item,Max Discount (%),Deferred Revenue Account,Enable Deferred Revenue,No of Months,Deferred Expense Account,Enable Deferred Expense,no_of_months_exp,Inspection Required before Purchase,Inspection Required before Delivery,Quality Inspection Template,Default BOM,Supply Raw Materials for Purchase,Customer Code,Default Item Manufacturer,Default Manufacturer Part No,Show in Website,Show in Website (Variant),Route,Weightage,Slideshow,Website Image,Thumbnail,Website Warehouse,Website Description,Website Content,Total Projected Qty,Publish in Hub,Hub Category to Publish,Hub Warehouse,Synced With Hub,Customer GSTIN,Reason For Issuing document,Withholding Category,Barcode (Barcodes),Barcode Type (Barcodes),ID (Reorder level based on Warehouse),Check in (group) (Reorder level based on Warehouse),Request for (Reorder level based on Warehouse),Re-order Level (Reorder level based on Warehouse),Re-order Qty (Reorder level based on Warehouse),Material Request Type (Reorder level based on Warehouse),ID (UOMs),UOM (UOMs),Conversion Factor (UOMs),ID (Attributes),Variant Of (Attributes),Attribute (Attributes),Attribute Value (Attributes),Numeric Values (Attributes),From Range (Attributes),Increment (Attributes),To Range (Attributes),ID (Item Defaults),Company (Item Defaults),Default Warehouse (Item Defaults),Default Price List (Item Defaults),Default Buying Cost Center (Item Defaults),Default Supplier (Item Defaults),Default Expense Account (Item Defaults),Default Selling Cost Center (Item Defaults),Default Income Account (Item Defaults),ID (Supplier Items),Supplier (Supplier Items),Supplier Part Number (Supplier Items),ID (Customer Items),Customer Name (Customer Items),Customer Group (Customer Items),Ref Code (Customer Items),ID (Taxes),Item Tax Template (Taxes),Tax Category (Taxes),Valid From (Taxes),ID (Website Item Groups),Item Group (Website Item Groups),ID (Website Specifications),Label (Website Specifications),Description (Website Specifications)
Preform 20 gm Light Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 20 gm Light Blue - Arova,Preform 20 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 20 gm Light Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,1aff813077,Nos,1,,,,,,,,,d433c0e745,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 20 gm Clear - Niyo,,,STO-ITEM-.YYYY.-,,Preform 20 gm Clear - Niyo,Preform 20 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 20 gm Clear - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,48a69047c7,Nos,1,,,,,,,,,40a1ef32b1,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 20 gm Amber - Niyo,,,STO-ITEM-.YYYY.-,,Preform 20 gm Amber - Niyo,Preform 20 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 20 gm Amber - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,cd3c4b70b0,Nos,1,,,,,,,,,69b7af0194,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 20 gm Dark Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 20 gm Dark Blue - Niyo,Preform 20 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 20 gm Dark Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,fceec21d46,Nos,1,,,,,,,,,2067734d07,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 20 gm Light Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 20 gm Light Blue - Niyo,Preform 20 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 20 gm Light Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,a73f77e244,Nos,1,,,,,,,,,62c35b95ae,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 20 gm Clear - Mintu,,,STO-ITEM-.YYYY.-,,Preform 20 gm Clear - Mintu,Preform 20 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 20 gm Clear - Mintu,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,845527726d,Nos,1,,,,,,,,,5cb9f5934f,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 20 gm Amber - Mintu,,,STO-ITEM-.YYYY.-,,Preform 20 gm Amber - Mintu,Preform 20 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 20 gm Amber - Mintu,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,960f5e3202,Nos,1,,,,,,,,,3fb6dc3d1b,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 20 gm Dark Blue - Mintu,,,STO-ITEM-.YYYY.-,,Preform 20 gm Dark Blue - Mintu,Preform 20 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 20 gm Dark Blue - Mintu,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,a3bf1ee5e9,Nos,1,,,,,,,,,f2e16ffddd,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 20 gm Light Blue - Mintu,,,STO-ITEM-.YYYY.-,,Preform 20 gm Light Blue - Mintu,Preform 20 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 20 gm Light Blue - Mintu,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,9ff17e4f6d,Nos,1,,,,,,,,,1f143be510,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Clear - Super,,,STO-ITEM-.YYYY.-,,Preform 42 gm Clear - Super,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Clear - Super,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,00dc53274e,Nos,1,,,,,,,,,4b969690e9,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Amber - Super,,,STO-ITEM-.YYYY.-,,Preform 42 gm Amber - Super,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Amber - Super,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,2174ed9ed6,Nos,1,,,,,,,,,b7303b62d3,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Dark Blue - Super,,,STO-ITEM-.YYYY.-,,Preform 42 gm Dark Blue - Super,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Dark Blue - Super,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,67f8804aff,Nos,1,,,,,,,,,b86a3094f5,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Light Blue - Super,,,STO-ITEM-.YYYY.-,,Preform 42 gm Light Blue - Super,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Light Blue - Super,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,db4f6a0958,Nos,1,,,,,,,,,5ae53c73ce,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Clear - Arova,,,STO-ITEM-.YYYY.-,,Preform 42 gm Clear - Arova,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Clear - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,75f8ac7a84,Nos,1,,,,,,,,,906b8379e0,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Amber - Arova,,,STO-ITEM-.YYYY.-,,Preform 42 gm Amber - Arova,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Amber - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,60743a11cd,Nos,1,,,,,,,,,abc7253c6d,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Dark Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 42 gm Dark Blue - Arova,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Dark Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,eaa6239182,Nos,1,,,,,,,,,e5b33bb370,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Light Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 42 gm Light Blue - Arova,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Light Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,b0e4022c00,Nos,1,,,,,,,,,f74b035dea,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Clear - Niyo,,,STO-ITEM-.YYYY.-,,Preform 42 gm Clear - Niyo,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Clear - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,addd4e4f82,Nos,1,,,,,,,,,2f34187cb0,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Amber - Niyo,,,STO-ITEM-.YYYY.-,,Preform 42 gm Amber - Niyo,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Amber - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,321cb9375e,Nos,1,,,,,,,,,96b2a5ba75,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Dark Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 42 gm Dark Blue - Niyo,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Dark Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,697c2c00ea,Nos,1,,,,,,,,,4ee3f200af,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Light Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 42 gm Light Blue - Niyo,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Light Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,c72850ffef,Nos,1,,,,,,,,,96016e999d,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Clear - Mintu,,,STO-ITEM-.YYYY.-,,Preform 42 gm Clear - Mintu,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Clear - Mintu,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,2ae32a9a5e,Nos,1,,,,,,,,,95d5cecdb1,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Amber - Mintu,,,STO-ITEM-.YYYY.-,,Preform 42 gm Amber - Mintu,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Amber - Mintu,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,251a0c13e5,Nos,1,,,,,,,,,f44f756659,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Dark Blue - Mintu,,,STO-ITEM-.YYYY.-,,Preform 42 gm Dark Blue - Mintu,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Dark Blue - Mintu,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,216b6e01e7,Nos,1,,,,,,,,,0d8889a65f,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 42 gm Light Blue - Mintu,,,STO-ITEM-.YYYY.-,,Preform 42 gm Light Blue - Mintu,Preform 41/42 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 42 gm Light Blue - Mintu,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,9378e44cbd,Nos,1,,,,,,,,,ebd678046a,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 65 gm Clear - Arova,,,STO-ITEM-.YYYY.-,,Preform 65 gm Clear - Arova,Preform 65 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 65 gm Clear - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,7.65,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,9f09cb1fad,Nos,1,,,,,,,,,74c06cb4ff,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 65 gm Amber - Arova,,,STO-ITEM-.YYYY.-,,Preform 65 gm Amber - Arova,Preform 65 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 65 gm Amber - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,0d3f515842,Nos,1,,,,,,,,,85395fa563,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 65 gm Dark Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 65 gm Dark Blue - Arova,Preform 65 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 65 gm Dark Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,60ac58f82c,Nos,1,,,,,,,,,8ff070d2b3,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 65 gm Light Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 65 gm Light Blue - Arova,Preform 65 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 65 gm Light Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,a41400f2b8,Nos,1,,,,,,,,,698d0b7690,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 65 gm Clear - Niyo,,,STO-ITEM-.YYYY.-,,Preform 65 gm Clear - Niyo,Preform 65 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 65 gm Clear - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,dae6b4daf4,Nos,1,,,,,,,,,0965c9e1e4,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 65 gm Amber - Niyo,,,STO-ITEM-.YYYY.-,,Preform 65 gm Amber - Niyo,Preform 65 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 65 gm Amber - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,c7b90b5135,Nos,1,,,,,,,,,8c6df38b82,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 65 gm Dark Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 65 gm Dark Blue - Niyo,Preform 65 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 65 gm Dark Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,fa6c4dafbd,Nos,1,,,,,,,,,6f8213b96a,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 65 gm Light Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 65 gm Light Blue - Niyo,Preform 65 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 65 gm Light Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,b5752b8cda,Nos,1,,,,,,,,,38fc357b5b,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 70 gm Clear - Arova,,,STO-ITEM-.YYYY.-,,Preform 70 gm Clear - Arova,Preform 70 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 70 gm Clear - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,405e53d5da,Nos,1,,,,,,,,,7b17bf67b3,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 70 gm Amber - Arova,,,STO-ITEM-.YYYY.-,,Preform 70 gm Amber - Arova,Preform 70 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 70 gm Amber - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,be11698d4b,Nos,1,,,,,,,,,d0dca21165,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 70 gm Dark Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 70 gm Dark Blue - Arova,Preform 70 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 70 gm Dark Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,66e2a36c29,Nos,1,,,,,,,,,e300900e2f,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 70 gm Light Blue - Arova,,,STO-ITEM-.YYYY.-,,Preform 70 gm Light Blue - Arova,Preform 70 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 70 gm Light Blue - Arova,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,a0cf391edd,Nos,1,,,,,,,,,0618ea88c1,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 70 gm Clear - Niyo,,,STO-ITEM-.YYYY.-,,Preform 70 gm Clear - Niyo,Preform 70 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 70 gm Clear - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,75e3c6993d,Nos,1,,,,,,,,,661d6a8df9,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 70 gm Amber - Niyo,,,STO-ITEM-.YYYY.-,,Preform 70 gm Amber - Niyo,Preform 70 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 70 gm Amber - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,9bdf089bbd,Nos,1,,,,,,,,,27065a58e9,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
Preform 70 gm Dark Blue - Niyo,,,STO-ITEM-.YYYY.-,,Preform 70 gm Dark Blue - Niyo,Preform 70 gm,,0,0,0,Nos,0,0,1,1,0,0,0,0,0,,,0,0,,,Preform 70 gm Dark Blue - Niyo,0,2099-12-31,Purchase,,,0,,0,0,,0,0,0,0,,0,Item Attribute,1,,0,0,0,0,0,,0,,,,1,0,,0,0,,0,0,0,0,,,0,,,,0,0,,0,,,,,,,0,0,,,0,,01-Sales Return,Purchase,,,,,,,,,bfdd10dd3d,Nos,1,,,,,,,,,b62a320f20,Niyo Polymers,Stores - NP,,,,,,,,,,,,,,,,,,,,,,
